0.629307	-0.400504
0.571424	-0.593597
0.509085	-0.629777
0.55654	-0.697117
0.805925	-0.374505
1.06143	-0.105305
1.23742	-0.0123231
1.11796	0.150644
0.407387	-0.275482
0.102269	-0.301368
-0.13781	-0.311279
-0.140554	-0.307167
-0.083409	-0.514815
0.0922036	-0.413986
0.464498	-0.173816
0.729819	-0.0114103
0.722915	-0.100719
0.851556	-0.210553
1.02814	-0.349611
1.26808	-0.502113
1.31005	-0.367965
1.35336	-0.0165789
1.49363	-0.208868
1.64504	-0.413007
1.57671	-0.342084
1.30503	-0.223797
0.343599	-0.555592
0.184161	-0.652328
0.0593123	-0.826438
0.168666	-0.853999
0.227473	-0.925936
0.236589	-0.89729
0.240863	-0.793741
0.389454	-0.734169
0.47423	-0.667752
1.1154	-0.540083
1.81226	-0.180118
1.98387	0.00319681
1.83267	0.120514
1.52457	0.135141
1.92336	0.00771762
2.15423	-0.146898
2.08399	-0.194983
2.02888	-0.116961
1.82125	0.0737075
1.90583	0.0345735
1.78867	0.0126131
1.5355	0.156976
1.26067	0.374254
1.80016	0.112085
1.734	0.120952
1.71806	0.0465457
1.27379	0.385018
1.27351	0.248078
1.28118	-0.0179794
1.0112	-0.111953
0.944095	-0.0749855
0.939781	0.00974462
1.03339	-0.0756411
1.16386	-0.105004
1.22368	-0.143754
1.30879	-0.216347
1.07296	0.0231878
1.01108	0.109759
0.772707	0.204837
0.549457	0.302027
0.47392	0.329384
0.863061	-0.0248461
0.909348	-0.0501339
0.931075	-0.0419561
0.92856	-0.0450543
0.876698	0.00144771
0.955578	-0.0442136
0.880468	-0.174649
0.954027	-0.146723
1.31241	0.00981046
1.27089	-0.0131203
1.57881	0.191613
1.8308	0.295141
1.31937	0.371978
1.01379	0.271725
1.73941	0.250084
1.80651	0.148535
1.78825	0.118308
1.68468	0.165177
1.85194	-0.0924128
1.80449	-0.265765
1.42455	-0.209456
1.33256	-0.241311
1.28008	-0.154175
1.55599	-0.284631
1.50296	-0.249651
1.47266	-0.343069
1.27637	-0.189603
1.03051	-0.280802
1.45741	-0.524046
1.43126	-0.540483
1.45002	-0.656098
1.30214	-0.476103
1.36631	-0.776333
1.3576	-0.808499
1.17889	-0.705221
1.02127	-0.645491
1.00413	-0.632811
0.92087	-0.56443
1.13826	-0.456329
1.25713	-0.0922978
1.12	0.039623
1.14534	0.19286
1.24295	0.0912115
1.4426	0.0164171
1.15512	0.257304
0.97155	0.199792
1.19424	-0.0263419
1.33495	-0.0788695
1.16508	-0.0547913
1.10081	0.157044
0.826697	-0.0617682
0.788326	-0.218339
0.758454	-0.336553
0.599236	-0.265301
0.206708	-0.319361
0.646384	-0.474672
0.793729	-0.612262
0.7561	-0.692323
0.813002	-0.707331
0.841967	-0.403018
0.801145	-0.570181
0.802888	-0.64055
0.741337	-0.764488
0.428843	-0.684428
0.451837	-0.591281
0.573534	-0.645683
0.612612	-0.628187
0.586673	-0.817648
0.494484	-0.604332
0.594734	-0.704214
0.606671	-0.748724
0.504971	-0.694117
0.501398	-0.595508
0.772129	-0.771006
0.664701	-0.661558
0.415565	-0.577054
0.645707	-0.743107
0.711836	-0.843566
0.942941	-0.648458
1.12864	-0.358156
1.56488	0.149751
1.70023	0.0558245
1.64334	-0.0145282
1.63716	0.0608178
1.32737	0.359105
1.37725	0.202576
1.55761	-0.347415
1.40294	-0.339656
1.27736	0.232309
1.02201	0.570206
1.38521	0.445543
1.48472	0.438366
1.61277	0.494707
1.48169	0.444161
1.4769	0.442807
1.81653	0.569137
1.85874	0.562936
1.90318	0.602943
1.43477	0.533968
1.40741	0.493054
1.87835	0.668736
1.93879	0.467895
1.61276	0.432369
1.46074	0.375904
1.84825	0.4261
1.61463	0.479922
1.66802	0.37467
1.66916	0.427492
1.71657	0.18975
1.44047	0.368918
1.27186	0.256117
1.37342	0.0469462
1.2234	-0.137075
1.15915	-0.248398
1.2233	-0.350205
1.24418	-0.380106
1.0306	-0.419957
1.04806	-0.446483
1.12279	-0.599542
1.35989	-0.481869
1.35576	-0.532186
0.777881	-0.642581
0.448041	-0.727308
0.631676	-0.622988
0.744349	-0.505222
0.8363	-0.484434
0.942587	-0.31415
1.16325	-0.25001
1.29945	-0.0721409
1.31742	-0.110381
1.0846	-0.0298679
0.458624	-0.314106
-0.175271	-0.387582
-0.544472	-0.442677
-0.5633	-0.473622
0.0796801	-0.228468
0.615933	-0.121405
1.16422	-0.132712
1.32366	-0.242657
0.811504	-0.170107
1.30069	0.0108304
1.81723	0.0206952
1.9041	0.111732
1.66949	-0.00567425
0.995269	-0.573725
0.450218	-0.801411
0.182553	-0.93448
0.105753	-0.920008
0.080927	-0.731345
-0.0111401	-0.735641
-0.0548495	-0.849222
0.228074	-0.654953
0.711907	-0.365721
1.60616	0.110774
1.68766	0.280212
1.7076	0.229598
1.73555	0.144377
1.58778	0.135923
1.28475	0.0799186
1.62683	0.0542143
1.82768	-0.0840317
1.8726	-0.0921956
1.76774	-0.00607877
1.67651	0.0808558
1.75487	0.141857
1.42797	0.266935
1.72331	0.3065
0.786395	-0.0672844
0.98847	0.140948
1.3244	0.455433
1.55464	0.378321
1.31754	0.304754
1.31182	0.301418
1.46036	0.11933
1.48058	-0.00502708
1.36531	0.00834718
1.1868	0.211071
1.24455	0.118062
1.52625	0.131934
1.84402	0.0707281
1.7622	0.19876
1.6182	0.275255
1.45817	0.268966
0.635417	-0.305036
-0.130668	-0.575482
-0.20732	-0.56707
-0.42585	-0.62037
-0.388427	-0.741152
-0.075417	-0.532624
0.175323	-0.427609
0.352849	-0.643059
0.494225	-0.617814
0.536677	-0.574702
0.486137	-0.390101
0.501461	-0.248991
1.17343	-0.146517
1.42251	-0.155762
1.57376	-0.00804157
1.49807	0.0248327
1.81219	0.152319
1.99076	0.162622
2.1604	0.14298
1.90421	0.227469
1.77203	0.438188
1.56061	-0.0843857
1.3944	-0.109796
0.908148	-0.215892
0.5166	-0.398078
0.383773	-0.447167
0.157113	-0.540618
0.051878	-0.726835
0.109128	-0.795316
0.00631484	-0.863732
0.0562893	-0.863813
0.583952	-0.691887
1.61851	-0.287938
1.63424	-0.141925
1.4915	-0.104892
2.00102	-0.438767
2.15514	-0.573045
2.023	-0.542757
1.88789	-0.476561
1.66117	-0.609034
1.80323	-0.654338
1.91625	-0.594279
1.97308	-0.350141
2.00154	-0.274317
1.86708	-0.373815
1.70809	-0.32915
1.78001	-0.345106
1.027	-0.0119791
0.843947	-0.0131934
1.55649	-0.216671
1.51754	-0.182035
1.38155	-0.317411
1.33561	-0.0475304
1.20476	-0.314069
1.29517	-0.135372
1.33086	-0.268075
1.14569	-0.293556
1.12026	-0.313759
1.07385	-0.360401
1.01523	-0.371543
0.930124	-0.396295
0.657822	-0.51841
0.748184	-0.496989
0.847649	-0.657855
0.841805	-0.759866
0.771176	-0.779631
0.649849	-0.775632
0.744913	-0.747196
0.767436	-0.715448
0.659574	-0.756859
0.575696	-0.780876
0.470846	-0.743635
0.893331	-0.432419
1.14185	-0.174553
1.47246	0.0225645
1.48176	0.240141
1.41807	0.339212
1.65462	0.0303491
1.3669	-0.265489
1.25248	-0.397887
0.850852	-0.0737499
1.19407	0.246573
1.51631	0.240917
1.51785	0.347992
1.47713	0.481135
1.53097	0.659694
1.61428	0.562559
1.48686	0.742171
1.44039	0.757642
1.42007	0.716469
1.38615	0.631885
1.55212	0.708567
1.51655	0.645376
1.25177	0.492186
1.18861	0.475076
1.34437	0.349914
1.36252	0.245947
1.30808	0.229242
1.4178	0.157969
1.32483	-0.0539783
1.36814	-0.00353929
1.4197	0.0815881
1.48455	0.160657
1.3267	0.318324
1.69366	0.258559
1.63505	0.176021
1.41556	0.209261
1.21881	0.24443
1.09759	0.360713
1.19143	0.264741
1.15852	0.0729831
1.02407	-0.277863
0.946889	-0.402633
1.04443	-0.135871
1.25499	-0.163546
1.34626	-0.191732
1.31251	-0.257002
1.20547	-0.250927
1.15944	-0.285492
1.24223	-0.31873
1.45337	-0.360113
1.7555	-0.196941
1.9959	-0.0317408
1.87847	0.124453
1.79965	0.199194
1.77493	0.0787837
1.04819	0.388572
1.21243	0.245844
1.98325	-0.0171866
1.79119	-0.273676
1.75733	-0.369307
1.60748	-0.586024
1.89967	-0.72003
2.00369	-0.779696
1.76035	-0.60907
1.2663	-0.38494
1.57128	-0.343909
1.64801	-0.522115
1.44567	-0.421188
1.33499	-0.374302
1.47712	-0.430925
1.32796	-0.359619
1.28661	-0.266661
1.30109	-0.239925
1.2327	-0.175711
1.24296	-0.202363
1.19975	-0.178307
1.27242	-0.107419
1.42016	-0.193371
1.17195	-0.242888
1.00924	-0.255509
1.03511	-0.236377
1.33254	-0.224208
1.432	-0.042856
1.50063	-0.222938
1.71376	-0.33852
1.87027	-0.439012
1.62011	-0.207699
1.35016	-0.0328832
2.09087	-0.231913
2.02887	-0.149252
1.90201	-0.065825
1.79364	0.125844
1.61722	0.216687
1.86087	-0.0615221
1.88103	-0.206455
1.76818	-0.261723
1.28089	0.040268
1.29715	-0.0323739
1.56545	-0.201962
1.43995	-0.212017
1.31856	-0.103095
1.21643	-0.0634253
1.36761	0.0750282
1.4537	0.0435869
1.37914	0.0535597
1.39245	0.102468
1.17739	0.126108
1.17201	-0.0011683
1.17964	-0.198528
1.03256	-0.326498
0.795646	-0.386498
0.763692	-0.631534
0.719087	-0.567628
0.777988	-0.552175
0.892664	-0.693971
0.564887	-0.854617
0.591634	-0.835921
0.554297	-0.793279
0.595722	-0.672474
0.755438	-0.913739
0.54941	-0.83508
0.339027	-0.599677
0.080171	-0.553778
0.333986	-0.601009
0.437882	-0.644356
0.203981	-0.479511
1.03289	-0.13894
1.30818	0.152747
1.79042	0.508554
1.70053	0.551109
1.24017	0.330793
1.35952	0.42664
1.41815	0.521279
1.45455	0.540837
1.51844	0.511131
1.42723	0.569272
1.44065	0.481486
1.72091	0.292118
1.57298	0.240566
1.46629	0.24383
1.37703	0.0602586
1.50778	0.0634716
1.38033	-0.186229
1.0385	-0.379388
0.569478	-0.449301
0.41122	-0.404822
0.55435	-0.231362
0.965493	0.1026
1.04805	0.412229
1.17431	0.467761
1.33769	0.278802
1.32298	0.371987
1.55043	0.295604
1.8108	0.248556
1.9734	0.221993
2.14385	-0.124627
1.91101	-0.624918
1.66729	-0.339218
1.58745	-0.0469333
1.75119	-0.0653973
1.89207	-0.181434
1.63298	0.0120981
1.37961	-0.286492
1.7395	-0.155349
1.82545	0.105764
1.7695	0.19497
1.74827	0.24553
1.51281	0.286304
1.41414	0.237744
1.58407	0.204505
1.60413	0.185156
1.51413	-0.0278076
1.33052	-0.106033
1.37979	-0.126854
1.05296	-0.0764322
